Habitat,Group,Order,Family,Species,SLA.Alien,SLA.Native,Hmax.Alien,Hmax.Native,SWT.Alien,SWT.Native,Ref
Subtropical moist forest,Dicotyledons,Rosales,Moraceae,Ficus pertusa,,153.4,,14.46,,,864
Subtropical moist forest,Dicotyledons,Rosales,Moraceae,Ficus sp.,,,25,,0.33,,864; 884
Subtropical moist forest,Dicotyledons,Rosales,Moraceae,Ficus tonduzii,,97.9,,24.5,,,864
Subtropical moist forest,Dicotyledons,Rosales,Moraceae,Ficus watkinsiana,,,,40,,,396
Subtropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Forsteronia myriantha,,109.1,,,,,864
Subtropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Forsteronia spicata,,125.6,,,,,864
Subtropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Forsteronia viridescens,,74.5,,,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Garcinia intermedia,,82.2,,13.9,,781.1,864; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Garcinia madruno,,,,18.54,,3932,864; 884
Subtropical moist forest,Dicotyledons,Oxalidales,Cunoniaceae,Geissois benthamii,,,,29,,,396
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Genipa americana,,,,24.32,,109,864; 884
Subtropical moist forest,Dicotyledons,Geraniales,Geraniaceae,Geranium arboreum,,,,0.5,,,114
Subtropical moist forest,Dicotyledons,Geraniales,Geraniaceae,Geranium cuneatum,,,,0.5,,,114
Subtropical moist forest,Dicotyledons,Geraniales,Geraniaceae,Geranium humile,,,,0.5,,,114
Subtropical moist forest,Dicotyledons,Geraniales,Geraniaceae,Geranium multiflorum,,,,0.6,,,114
Subtropical moist forest,Dicotyledons,Rosales,Ulmaceae,Gironniera subaequalis,,,,,,27.8,301; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Phyllanthaceae,Glochidion ferdinandi,,118.7,,4,,15.751,243; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Violaceae,Gloeospermum boreale,,134.8,,,,,864
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Goethalsia meiantha,,365,,,,,864
Subtropical moist forest,Dicotyledons,Rosales,Rhamnaceae,Gouania lupuloides,,253.8,,,,,864
Subtropical moist forest,Dicotyledons,Sapindales,Meliaceae,Guarea glabra,,86.5,,22.36,,614.218,864; 884
Subtropical moist forest,Dicotyledons,Sapindales,Meliaceae,Guarea grandifolia,,99.2,,39.73,,800,864; 884
Subtropical moist forest,Dicotyledons,Sapindales,Meliaceae,Guarea guidonia,,96,,17.08,,127,864; 884
Subtropical moist forest,Dicotyledons,Sapindales,Meliaceae,Guarea kunthiana,,,,30,,200,864; 884
Subtropical moist forest,Dicotyledons,Sapindales,Meliaceae,Guarea sp.,,,,37.67,,,864
Subtropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Guatteria aeruginosa,,154.2,,,,,864
Subtropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Guatteria diospyroides,,198.8,,,,,864
Subtropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Guatteria dumetorum,,118.2,,36.34,,,864
Subtropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Guatteria recurvisepala,,196.5,,25,,,864
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Guazuma ulmifolia,,127.8,,32.21,,5,864; 884
Subtropical moist forest,Dicotyledons,Ericales,Lecythidaceae,Gustavia superba,,,,27.42,,6705,864; 884
Subtropical moist forest,Dicotyledons,Sapindales,Rutaceae,Halfordia kendack,,,,26.5,,,396
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Hamelia patens,,279.3,,4.82,,0.07,864; 884
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Hampea appendiculata,,147.3,,25.27,,64,864; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Havetiopsis flexilis,,57.6,,,,,864
Subtropical moist forest,Dicotyledons,Santalales,Olacaceae,Heisteria concinna,,147,,22.22,,250.2,864; 884
Subtropical moist forest,Dicotyledons,Santalales,Olacaceae,Heisteria scandens,,118.7,,,,,864
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Heliocarpus appendiculatus,,193.1,,30,,1.5,501; 884
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Henriettea succosa,,,,,,0.09,864; 884
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Henriettea tuberculosa,,288,,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Hernandiaceae,Hernandia didymantha,,141.2,,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Hernandiaceae,Hernandia stenura,,148.9,,,,,864
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Herrania purpurea,,73.5,,8.41,,208,864; 884
Subtropical moist forest,Monocotyledons,Poales,Poaceae,Heteropogon contortus,169.1,,1,,2.6,,251; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Malpighiaceae,Heteropterys macrostachya,,159.6,,,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Hevea brasiliensis,,,38.38,,3809,,301; 884
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Hippotis albiflora,,220.3,,15,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Hirtella lemsii,,167.1,,,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Hirtella triandra,126.2,,18.33,,,,500
Subtropical moist forest,Monocotyledons,Poales,Poaceae,Holcus lanatus,215.2,,0.36,,0.305,,251; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Hura crepitans,,286.2,,42.43,,796,864; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Phyllanthaceae,Hyeronima alchorneoides,,159.4,,43.25,,,864
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Hymenaea courbaril,,,,36.74,,3916.991,864; 884
Subtropical moist forest,Dicotyledons,Asterales,Asteraceae,Hypochaeris radicata,282.9,,0.25,,0.68,,251; 886
Subtropical moist forest,Dicotyledons,Aquifoliales,Aquifoliaceae,Ilex skutchii,,122.8,,,,,864
Subtropical moist forest,Monocotyledons,Poales,Poaceae,Imperata cylindrica,100.1,,1,,0.11,,301; 884
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Inga acuminata,,178.8,,17.87,,,864
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Inga leiocalycina,,,,37.42,,556.071,864; 884
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Inga sertulifera,,158.9,,30,,,864
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Inga sinacae,,,,20,,,500
Subtropical moist forest,Monocotyledons,Poales,Poaceae,Isachne distichophylla,,135.1,,1,,,251
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Ixora nicaraguensis,,135.2,,,,,864
Subtropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Jacaranda copaia,,99.7,,38.97,,5,864; 884
Subtropical moist forest,Dicotyledons,Brassicales,Caricaceae,Jacaratia dolichaula,,,,12,,60,864; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Lacistemataceae,Lacistema aggregatum,,692.8,,15.37,,35.2,864; 884
Subtropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Lacmellea panamensis,,113.9,,24.46,,341.8,864; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Ochnaceae,Lacunaria panamensis,,324.7,,,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Salicaceae,Laetia procera,,159.5,,34.31,,4.1,864; 884
Subtropical moist forest,Dicotyledons,Myrtales,Lythraceae,Lafoensia punicaefolia,,,,30.43,,28,864; 884
Subtropical moist forest,Dicotyledons,Sapindales,Anacardiaceae,Lannea grandis,,,,,,94.34,301; 884
Subtropical moist forest,Dicotyledons,Ericales,Lecythidaceae,Lecythis ampla,,225.3,,,,,864
Subtropical moist forest,Dicotyledons,Ericales,Ericaceae,Leucopogon juniperinus,,144.9,,1,,7.219,243; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania glabriflora,,132.5,,,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania hypoleuca,,210,,26.23,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Licaria sarapiquensis,,120.7,,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Licaria triandra,,167.9,,11,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Licaria velutina,,,,15,,,500
Subtropical moist forest,Dicotyledons,Lamiales,Oleaceae,Ligustrum lucidum,91.7,,5.2,,21.602,,243; 886
Subtropical moist forest,Dicotyledons,Malpighiales,Salicaceae,Lindackeria laurina,,,,28.26,,44.3,864; 884
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Litsea reticulata,,,,31,,,396
Subtropical moist forest,Monocotyledons,Asparagales,Laxmanniaceae,Lomandra longifolia,,65.6,,0.85,,9.05,243; 884
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Lonchocarpus cruentus,,,,25,,,500
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Lonchocarpus latifolius,,69.7,,31.8,,81,864; 884
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Lonchocarpus oliganthus,,219.9,,,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Lacistemataceae,Lozania pittieri,,267.9,,8.7,,,864
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Luehea seemannii,,113.5,,36.56,,2,708; 864; 884
Subtropical moist forest,Dicotyledons,Solanales,Solanaceae,Lycianthes cuneata,,160.3,,,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Mabea occidentalis,,267,,11.53,,,864
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Machaerium riparium,,224.2,,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Machilus breviflora,,,,18,,339,301; 884
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Macrolobium costaricense,,139.1,,,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Mallotus apelta,,,,,,7.21,301; 884
Subtropical moist forest,Dicotyledons,Sapindales,Anacardiaceae,Mangifera indica,73.9,,,,11647.922,,864; 888
Subtropical moist forest,Dicotyledons,Ericales,Sapotaceae,Manilkara bidentata,,49.3,,40,,1500,708; 864; 884
Subtropical moist forest,Dicotyledons,Ericales,Sapotaceae,Manilkara zapota,,,30.4,,126.74,,864; 884
Subtropical moist forest,Dicotyledons,Rosales,Moraceae,Maquira costaricana,,190.6,,20.35,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Phyllanthaceae,Margaritaria nobilis,,187,,20.43,,11,864; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Marila laxiflora,,138.9,,21,,,708; 864
Subtropical moist forest,Dicotyledons,Solanales,Convolvulaceae,Maripa panamensis,,98.9,,,,372,864; 884
Subtropical moist forest,Dicotyledons,Celastrales,Celastraceae,Maytenus silvestris,,94.7,,1,,13.892,243; 884
Subtropical moist forest,Dicotyledons,Sapindales,Rutaceae,Melicope octandra,,,,30.8,,,396
Subtropical moist forest,Dicotyledons,BasalEudicot,Sabiaceae,Meliosma donnellsmithii,,120.8,,,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Myrtaceae,Metrosideros polymorpha,,50.7,,27.53,,,251; 828
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia affinis,,131.6,,14.48,,0.2,864; 884
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia ampla,,139.5,,,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia appendiculata,,181,,,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia argentea,,98.8,,21.57,,0.08,864; 884
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia elata,,101.1,,17.99,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia gracilis,,190,,,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia impetiolaris,,153.5,,9.31,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia multispicata,,162.9,,,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia punctata,,106.6,,18,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia smaragdina,,193.7,,,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Miconia stevensiana,,123.4,,,,,864
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Microcos paniculata,,,,12,,127.6,301; 884
Subtropical moist forest,Dicotyledons,Asterales,Asteraceae,Mikania leiostachya,,131.6,,,,,864
Subtropical moist forest,Dicotyledons,Santalales,Olacaceae,Minquartia guianensis,,259.5,,30.86,,,864
Subtropical moist forest,Monocotyledons,Poales,Poaceae,Miscanthus sinensis,,,,,,0.95,301; 884
Subtropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Mischocarpus pyriformis,,,,19,,,396
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Morinda jasminoides,,156,,2,,7.9,243; 884
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Mortoniodendron guatemalense,,144.1,,35,,35,864; 884
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Mouriri myrtilloides,,,,9.48,,68,864; 884
Subtropical moist forest,Dicotyledons,Myrtales,Myrtaceae,Myrciaria floribunda,,411,,15,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Myrtaceae,Myrciaria sp.,,,6,,,,864
Subtropical moist forest,Dicotyledons,Rosales,Urticaceae,Myriocarpa longipes,,194.7,,4,,0.9,864; 884
Subtropical moist forest,Dicotyledons,Rosales,Moraceae,Naucleopsis naga,,104.4,,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Nectandra ambigens,,73,,40,,,500; 501
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Nectandra cuspidata,,111.3,,30,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Nectandra hypoleuca,,279.5,,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Nectandra membranacea,,150.8,,35,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Nectandra purpurea,,68.6,,19.07,,,864
Subtropical moist forest,Dicotyledons,Caryophyllales,Nyctaginaceae,Neea amplifolia,,113,,6.15,,,864
Subtropical moist forest,Dicotyledons,Caryophyllales,Nyctaginaceae,Neea delicatula,,310.7,,,,,864
Subtropical moist forest,Dicotyledons,Caryophyllales,Nyctaginaceae,Neea elegans,,288.1,,,,,864
Subtropical moist forest,Dicotyledons,Caryophyllales,Nyctaginaceae,Neea psychotrioides,,651.9,,15,,240,864; 884
Subtropical moist forest,Dicotyledons,Lamiales,Oleaceae,Notelaea microcarpa,,81.7,,3,,,243
Subtropical moist forest,Dicotyledons,Malpighiales,Ochnaceae,Ochna serrulata,179.2,,1.22,,56.384,,243; 884
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Ochroma pyramidale,,171.4,,29.47,,8,864; 884
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Ocotea bijuga,,195.7,,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Ocotea cernua,178.7,,19.55,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Ocotea dendrodaphne,,,,10.95,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Ocotea hartshorniana,,153.7,,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Ocotea ira,,72,,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Ocotea meziana,,162.2,,,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Ocotea sp.,,104.3,,20.18,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Ocotea tenera,,254.5,,,,,864
Subtropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Odontadenia puncticulosa,,121.2,,,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Omphalea diandra,,108,,,,,864
Subtropical moist forest,Monocotyledons,Poales,Poaceae,Oplismenus compositus,,,,,,1,301; 884
Subtropical moist forest,Dicotyledons,Proteales,Proteaceae,Orites excelsa,,,,28.8,,,396
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Ormosia coccinea,,,36.52,,679.922,,864; 884
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Ormosia macrocalyx,,,,32.22,,359,864; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Violaceae,Orthion oblanceolatum,,144.1,,15,,60,501; 884
Subtropical moist forest,Monocotyledons,Poales,Poaceae,Oryza sativa,,,,,27.5,,301; 884
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Ossaea macrophylla,,147.1,,,,,864
Subtropical moist forest,Dicotyledons,Myrtales,Melastomataceae,Ossaea robusta,,194.3,,,,,864
Subtropical moist forest,Dicotyledons,Rosales,Rosaceae,Osteomeles anthyllidifolia,59.5,,3.6,,,,251
Subtropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Otoba novogranatensis,,146.6,,,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Ochnaceae,Ouratea lucens,,191.2,,9.04,,,864
Subtropical moist forest,Dicotyledons,Malpighiales,Ochnaceae,Ouratea sp.,,,,,,180,864; 884
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Pachira aquatica,108.5,,31.62,,2234.946,,864; 884
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Pachira quinata,,,,30,,40,864; 884
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Pachira sessilis,,,,36.07,,349,864; 884
Subtropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Pachyptera kerere,,135,,,,,864
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Paederia scandens,,169.7,,5.5,,6.13,301; 884
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Palicourea guianensis,,,,4.77,,14,864; 884
Subtropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Pandorea pandorana,,234.8,,0.48,,3.8,243; 884
Subtropical moist forest,Monocotyledons,Poales,Poaceae,Panicum repens,,,,,,0.75,301; 884
Subtropical moist forest,Dicotyledons,Ericales,Myrsinaceae,Parathesis trichogyne,,111.5,,,,,864
Subtropical moist forest,Monocotyledons,Poales,Poaceae,Paspalum conjugatum,,,,,0.47,,301; 888
Subtropical moist forest,Monocotyledons,Poales,Poaceae,Paspalum urvillei,187,,2,,0.681,,251; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Passifloraceae,Passiflora vitifolia,206.5,,,,3.3,,864; 884
Subtropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Paullinia fibrigera,,142.8,,,,,864
Subtropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Paullinia pinnata,,184.3,,,,210.64,864; 884
Subtropical moist forest,Dicotyledons,Fabales,Fabaceae,Pentaclethra macroloba,,,,32.59,,6049.091,864; 884
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Pentagonia donnell-smithii,,98.3,,,,,864
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Pentagonia macrophylla,,,,9.77,,6.6,864; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Pera arborea,,104.2,,,,,864
Subtropical moist forest,Dicotyledons,Rosales,Moraceae,Perebea hispidula,,142.1,,,,,864
Subtropical moist forest,Dicotyledons,Rosales,Moraceae,Perebea xanthochyma,,93.9,,21.78,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Persea schiedeana,,,,20,,,500
Subtropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Peschiera arborea,,186.9,,12,,,864
Subtropical moist forest,Dicotyledons,Laurales,Lauraceae,Phoebe cinnamomifolia,,,,26.62,,597.46,864; 884
Subtropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Phryganocydia corymbosa,,104.7,,,,69,864; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Phyllanthaceae,Phyllanthus emblica,,,,8,,276,301; 884
Subtropical moist forest,Dicotyledons,Malpighiales,Phyllanthaceae,Phyllanthus reticulatus,,,,,,1.53,301; 884
Subtropical moist forest,Dicotyledons,Sapindales,Simaroubaceae,Picramnia latifolia,,,,14.79,,56.9,864; 884
Subtropical moist forest,Dicotyledons,Myrtales,Myrtaceae,Pimenta dioica,,,30,,,,500
Subtropical moist forest,Dicotyledons,Piperales,Piperaceae,Piper aduncum,385.5,,9,,0.17,,864; 886
Subtropical moist forest,Dicotyledons,Piperales,Piperaceae,Piper arboreum,,154.1,,8.21,,,864
Subtropical moist forest,Dicotyledons,Piperales,Piperaceae,Piper culebranum,,,,11.14,,0.65,864; 884
Subtropical moist forest,Dicotyledons,Piperales,Piperaceae,Piper reticulatum,,149.4,,10.41,,,864
Subtropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Pithecoctenium crucigerum,147.1,,,,57,,864; 884
Subtropical moist forest,Dicotyledons,Apiales,Pittosporaceae,Pittosporum undulatum,89.6,,6.32,,8.35,,243; 884
Subtropical moist forest,Dicotyledons,Lamiales,Plantaginaceae,Plantago hawaiiensis,,73.4,,,,,251
Subtropical moist forest,Dicotyledons,Lamiales,Plantaginaceae,Plantago lanceolata,163.3,,0.27,,1.266,,251; 886
Subtropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Pleonotoma variabilis,,81.6,,,,32,864; 884
Subtropical moist forest,Dicotyledons,Malvales,Malvaceae,Pleuranthodendron lindenii,,136.2,,22.36,,46,864; 884
Subtropical moist forest,Dicotyledons,Apiales,Araliaceae,Polyscias elegans,,,,25.7,,6.6,396; 884
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Posoqueria coriacea,,71.4,,,,,864
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Posoqueria latifolia,,180.3,,15.52,,,864
Subtropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Posoqueria redonda,,152,,,,,864
Subtropical moist forest,Dicotyledons,Rosales,Moraceae,Poulsenia armata,,81.1,,34.5,,75,708; 864; 884
Subtropical moist forest,Dicotyledons,Rosales,Urticaceae,Pourouma bicolor,78.9,,21.34,,,,708; 864
Subtropical moist forest,Dicotyledons,Rosales,Urticaceae,Pourouma minor,,148.9,,35,,,864
